seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.name	annot.score	annot.itemRgb	annot.thick.start	annot.thick.end	annot.thick.width	CpG_ID
chr15	100048210	100048260	51	*	chr15	100047887	100048987	1101	*	nr3c1	5	#7038A8	100048442	100048442	1	cg00992189
chr15	58562598	58562648	51	*	chr15	58562309	58562633	325	*	nr3c1	2	#7038A8	58562355	58562355	1	cg01003021
chr6	101448366	101448416	51	*	chr6	101448400	101448584	185	*	nr3c1	1	#7038A8	101448493	101448493	1	cg01006277
chr22	49896129	49896179	51	*	chr22	49895398	49896401	1004	*	nr3c1	7	#7038A8	49896170	49896170	1	cg01032923
chr19	18549689	18549739	51	*	chr19	18549555	18549697	143	*	nr3c1	1	#7038A8	18549625	18549625	1	cg01065977
chr3	126194903	126194953	51	*	chr3	126194599	126194905	307	*	nr3c1	4	#7038A8	126194761	126194761	1	cg01106040
chr12	1771358	1771408	51	*	chr12	1771094	1771367	274	*	nr3c1	7	#7038A8	1771225	1771225	1	cg01173912
chr10	45496452	45496502	51	*	chr10	45496333	45496673	341	*	nr3c1	1	#7038A8	45496516	45496516	1	cg01188244
chr12	4714109	4714159	51	*	chr12	4713898	4714331	434	*	nr3c1	7	#7038A8	4714032	4714032	1	cg01218945
chr14	105715025	105715075	51	*	chr14	105714613	105715063	451	*	nr3c1	2	#7038A8	105714791	105714791	1	cg01237565
chr2	113696908	113696958	51	*	chr2	113696804	113697515	712	*	nr3c1	5	#7038A8	113697271	113697271	1	cg01263739
chr3	156398928	156398978	51	*	chr3	156398879	156399162	284	*	nr3c1	2	#7038A8	156398961	156398961	1	cg01265971
chr7	150949495	150949545	51	*	chr7	150949400	150949628	229	*	nr3c1	1	#7038A8	150949478	150949478	1	cg01291336
chr3	183631176	183631226	51	*	chr3	183631011	183631268	258	*	nr3c1	2	#7038A8	183631170	183631170	1	cg01291780
chr13	96137528	96137578	51	*	chr13	96137254	96137643	390	*	nr3c1	5	#7038A8	96137417	96137417	1	cg01346636
chr17	77707012	77707062	51	*	chr17	77706968	77707095	128	*	nr3c1	1	#7038A8	77707031	77707031	1	cg01348922
chr10	121285755	121285805	51	*	chr10	121285735	121286170	436	*	nr3c1	2	#7038A8	121285897	121285897	1	cg01417742
chr1	165811984	165812034	51	*	chr1	165811990	165812441	452	*	nr3c1	7	#7038A8	165812143	165812143	1	cg01427815
chr2	153192938	153192988	51	*	chr2	153192929	153193273	345	*	nr3c1	1	#7038A8	153193151	153193151	1	cg01467882
chr6	21732064	21732114	51	*	chr6	21731916	21732280	365	*	nr3c1	6	#7038A8	21732093	21732093	1	cg01481557
chr16	11456238	11456288	51	*	chr16	11455869	11456263	395	*	nr3c1	2	#7038A8	11456027	11456027	1	cg01510278
chr20	61897701	61897751	51	*	chr20	61897481	61897948	468	*	nr3c1	1	#7038A8	61897766	61897766	1	cg01536998
chr9	25678753	25678803	51	*	chr9	25678218	25678860	643	*	nr3c1	7	#7038A8	25678556	25678556	1	cg01606875
chr12	132278510	132278560	51	*	chr12	132278387	132278724	338	*	nr3c1	1	#7038A8	132278545	132278545	1	cg01614703
chr1	33502810	33502860	51	*	chr1	33502305	33502814	510	*	nr3c1	10	#7038A8	33502649	33502649	1	cg01620569
chr1	67601159	67601209	51	*	chr1	67601074	67601535	462	*	nr3c1	2	#7038A8	67601242	67601242	1	cg01641381
chr13	53023979	53024029	51	*	chr13	53024024	53024572	549	*	nr3c1	5	#7038A8	53024241	53024241	1	cg01716223
chr3	16924563	16924613	51	*	chr3	16924462	16924780	319	*	nr3c1	3	#7038A8	16924600	16924600	1	cg01781018
chr6	125283050	125283100	51	*	chr6	125282985	125283370	386	*	nr3c1	3	#7038A8	125283082	125283082	1	cg01801350
chr10	6441379	6441429	51	*	chr10	6441112	6441721	610	*	nr3c1	6	#7038A8	6441419	6441419	1	cg01856692
chr13	101327124	101327174	51	*	chr13	101327013	101327394	382	*	nr3c1	3	#7038A8	101327257	101327257	1	cg01870140
chr2	216576264	216576314	51	*	chr2	216576304	216576474	171	*	nr3c1	1	#7038A8	216576359	216576359	1	cg01889056
chr14	61655848	61655898	51	*	chr14	61655763	61655955	193	*	nr3c1	2	#7038A8	61655856	61655856	1	cg01894498
chr2	63816289	63816339	51	*	chr2	63815717	63816304	588	*	nr3c1	12	#7038A8	63816012	63816012	1	cg01903147
chr10	113943656	113943706	51	*	chr10	113943320	113943771	452	*	nr3c1	9	#7038A8	113943572	113943572	1	cg01918428
chr22	39795565	39795615	51	*	chr22	39795611	39796028	418	*	nr3c1	7	#7038A8	39795747	39795747	1	cg01933487
chr1	225924683	225924733	51	*	chr1	225924677	225925253	577	*	nr3c1	9	#7038A8	225925014	225925014	1	cg02000541
chr12	116806424	116806474	51	*	chr12	116806263	116806718	456	*	nr3c1	5	#7038A8	116806471	116806471	1	cg02016407
chr11	77925099	77925149	51	*	chr11	77925136	77925409	274	*	nr3c1	1	#7038A8	77925245	77925245	1	cg02023728
chr15	33384751	33384801	51	*	chr15	33384604	33384796	193	*	nr3c1	1	#7038A8	33384702	33384702	1	cg02025737
chr22	39784481	39784531	51	*	chr22	39784417	39784711	295	*	nr3c1	2	#7038A8	39784607	39784607	1	cg02038168
chr7	38503404	38503454	51	*	chr7	38503238	38503778	541	*	nr3c1	7	#7038A8	38503457	38503457	1	cg02050512
chr15	60663680	60663730	51	*	chr15	60663400	60663964	565	*	nr3c1	12	#7038A8	60663735	60663735	1	cg02092690
chr13	31736722	31736772	51	*	chr13	31736456	31736794	339	*	nr3c1	7	#7038A8	31736563	31736563	1	cg02093352
chr13	95014911	95014961	51	*	chr13	95014721	95014959	239	*	nr3c1	2	#7038A8	95014811	95014811	1	cg02093462
chr17	27070369	27070419	51	*	chr17	27070208	27071262	1055	*	nr3c1	14	#7038A8	27070720	27070720	1	cg02105093
chr13	50114789	50114839	51	*	chr13	50114558	50115023	466	*	nr3c1	2	#7038A8	50114775	50114775	1	cg02153172
chr19	7538084	7538134	51	*	chr19	7537886	7538099	214	*	nr3c1	1	#7038A8	7538011	7538011	1	cg02182476
chr9	706712	706762	51	*	chr9	706731	706884	154	*	nr3c1	1	#7038A8	706792	706792	1	cg02208176
chr1	226556933	226556983	51	*	chr1	226556852	226557204	353	*	nr3c1	1	#7038A8	226556994	226556994	1	cg02280892
chr2	216946545	216946595	51	*	chr2	216946136	216946709	574	*	nr3c1	4	#7038A8	216946418	216946418	1	cg02281514
chr3	46394367	46394417	51	*	chr3	46393948	46394436	489	*	nr3c1	2	#7038A8	46394136	46394136	1	cg02315645
chr22	47169320	47169370	51	*	chr22	47169078	47169361	284	*	nr3c1	1	#7038A8	47169237	47169237	1	cg02321845
chr8	145008288	145008338	51	*	chr8	145008124	145008364	241	*	nr3c1	3	#7038A8	145008218	145008218	1	cg02331830
chr1	153599831	153599881	51	*	chr1	153599378	153600000	623	*	nr3c1	12	#7038A8	153599728	153599728	1	cg02331910
chr6	42531991	42532041	51	*	chr6	42531439	42532244	806	*	nr3c1	9	#7038A8	42531706	42531706	1	cg02366587
chr22	31891804	31891854	51	*	chr22	31891852	31892031	180	*	nr3c1	1	#7038A8	31891941	31891941	1	cg02404636
chr5	39080842	39080892	51	*	chr5	39080757	39080987	231	*	nr3c1	3	#7038A8	39080840	39080840	1	cg02407022
chr14	104096106	104096156	51	*	chr14	104096070	104096173	104	*	nr3c1	1	#7038A8	104096100	104096100	1	cg02451122
chr8	97285027	97285077	51	*	chr8	97284952	97285180	229	*	nr3c1	3	#7038A8	97285056	97285056	1	cg02454318
chr4	55011068	55011118	51	*	chr4	55010904	55011291	388	*	nr3c1	4	#7038A8	55011078	55011078	1	cg02500748
chr7	151137048	151137098	51	*	chr7	151136969	151137069	101	*	nr3c1	1	#7038A8	151136995	151136995	1	cg02512352
chr6	52285149	52285199	51	*	chr6	52284814	52285271	458	*	nr3c1	7	#7038A8	52285007	52285007	1	cg02567144
chr16	57443215	57443265	51	*	chr16	57442977	57443409	433	*	nr3c1	4	#7038A8	57443198	57443198	1	cg02573340
chr10	135192232	135192282	51	*	chr10	135191999	135192518	520	*	nr3c1	3	#7038A8	135192266	135192266	1	cg02578740
chr10	102822508	102822558	51	*	chr10	102822376	102822663	288	*	nr3c1	2	#7038A8	102822572	102822572	1	cg02616947
chr2	202766600	202766650	51	*	chr2	202766561	202766823	263	*	nr3c1	1	#7038A8	202766709	202766709	1	cg02630646
chr16	58283706	58283756	51	*	chr16	58283734	58283974	241	*	nr3c1	4	#7038A8	58283840	58283840	1	cg02653364
chr7	65615582	65615632	51	*	chr7	65615559	65615726	168	*	nr3c1	1	#7038A8	65615654	65615654	1	cg02654279
chr8	6286451	6286501	51	*	chr8	6286277	6286510	234	*	nr3c1	1	#7038A8	6286371	6286371	1	cg02672830
chr16	82045140	82045190	51	*	chr16	82044889	82045207	319	*	nr3c1	4	#7038A8	82045079	82045079	1	cg02703870
chr6	113149075	113149125	51	*	chr6	113149046	113149459	414	*	nr3c1	2	#7038A8	113149273	113149273	1	cg02751820
chr10	28785155	28785205	51	*	chr10	28784999	28785210	212	*	nr3c1	1	#7038A8	28785083	28785083	1	cg02768561
chr19	35800589	35800639	51	*	chr19	35800485	35800651	167	*	nr3c1	1	#7038A8	35800566	35800566	1	cg02776658
chr5	154238163	154238213	51	*	chr5	154237821	154238228	408	*	nr3c1	5	#7038A8	154238025	154238025	1	cg02796286
chr14	21493016	21493066	51	*	chr14	21492828	21493254	427	*	nr3c1	3	#7038A8	21493176	21493176	1	cg02839951
chr16	84840283	84840333	51	*	chr16	84840215	84840429	215	*	nr3c1	2	#7038A8	84840294	84840294	1	cg02844852
chr1	153599829	153599879	51	*	chr1	153599378	153600000	623	*	nr3c1	12	#7038A8	153599728	153599728	1	cg02873163
chr2	219135266	219135316	51	*	chr2	219134743	219135473	731	*	nr3c1	8	#7038A8	219135076	219135076	1	cg02949469
chr7	27135780	27135830	51	*	chr7	27135814	27136060	247	*	nr3c1	2	#7038A8	27135918	27135918	1	cg02978421
chr14	36156763	36156813	51	*	chr14	36156692	36156829	138	*	nr3c1	1	#7038A8	36156737	36156737	1	cg02992882
chr7	26409372	26409422	51	*	chr7	26409186	26409379	194	*	nr3c1	2	#7038A8	26409291	26409291	1	cg03007338
chr4	5845790	5845840	51	*	chr4	5845310	5845927	618	*	nr3c1	1	#7038A8	5845784	5845784	1	cg03022836
chr1	234509241	234509291	51	*	chr1	234508936	234509561	626	*	nr3c1	14	#7038A8	234509192	234509192	1	cg03034864
chr1	180922629	180922679	51	*	chr1	180922664	180922851	188	*	nr3c1	2	#7038A8	180922752	180922752	1	cg03069202
chr13	100634630	100634680	51	*	chr13	100634653	100634870	218	*	nr3c1	1	#7038A8	100634776	100634776	1	cg03084901
chr2	3381941	3381991	51	*	chr2	3381158	3381986	829	*	nr3c1	10	#7038A8	3381561	3381561	1	cg03107405
chr12	125399716	125399766	51	*	chr12	125398511	125399949	1439	*	nr3c1	24	#7038A8	125399297	125399297	1	cg03159456
chr4	74570180	74570230	51	*	chr4	74569992	74570738	747	*	nr3c1	14	#7038A8	74570474	74570474	1	cg03193047
chr10	3818357	3818407	51	*	chr10	3818266	3818420	155	*	nr3c1	1	#7038A8	3818358	3818358	1	cg03216580
chr10	116398913	116398963	51	*	chr10	116398531	116399633	1103	*	nr3c1	6	#7038A8	116398979	116398979	1	cg03223072
chr7	130009420	130009470	51	*	chr7	130008650	130009476	827	*	nr3c1	9	#7038A8	130008956	130008956	1	cg03229158
chr22	29196746	29196796	51	*	chr22	29196409	29196909	501	*	nr3c1	9	#7038A8	29196676	29196676	1	cg03264670
chr15	78112818	78112868	51	*	chr15	78112605	78112929	325	*	nr3c1	2	#7038A8	78112777	78112777	1	cg03268007
chr17	75160330	75160380	51	*	chr17	75160240	75160373	134	*	nr3c1	1	#7038A8	75160286	75160286	1	cg03268697
chr17	76534471	76534521	51	*	chr17	76534511	76535004	494	*	nr3c1	4	#7038A8	76534751	76534751	1	cg03308490
chr5	138861832	138861882	51	*	chr5	138861760	138862435	676	*	nr3c1	10	#7038A8	138862105	138862105	1	cg03317505
chr1	26947893	26947943	51	*	chr1	26946641	26948114	1474	*	nr3c1	39	#7038A8	26947434	26947434	1	cg03344693
chr6	47071840	47071890	51	*	chr6	47071630	47072025	396	*	nr3c1	2	#7038A8	47071813	47071813	1	cg03409534
chr1	110438516	110438566	51	*	chr1	110438520	110438741	222	*	nr3c1	2	#7038A8	110438614	110438614	1	cg03429223
chr16	86421097	86421147	51	*	chr16	86421106	86421397	292	*	nr3c1	1	#7038A8	86421242	86421242	1	cg03462158
chr4	99064603	99064653	51	*	chr4	99064541	99064743	203	*	nr3c1	1	#7038A8	99064674	99064674	1	cg03467027
chr2	219596537	219596587	51	*	chr2	219596187	219596781	595	*	nr3c1	6	#7038A8	219596475	219596475	1	cg03487391
chr8	98788110	98788160	51	*	chr8	98787823	98788434	612	*	nr3c1	3	#7038A8	98788014	98788014	1	cg03498343
chr12	132278448	132278498	51	*	chr12	132278387	132278724	338	*	nr3c1	1	#7038A8	132278545	132278545	1	cg03550075
chr16	11350115	11350165	51	*	chr16	11349917	11350310	394	*	nr3c1	4	#7038A8	11350080	11350080	1	cg03553358
chr12	96810310	96810360	51	*	chr12	96810334	96810467	134	*	nr3c1	1	#7038A8	96810395	96810395	1	cg03589235
chr7	97982115	97982165	51	*	chr7	97982030	97982261	232	*	nr3c1	3	#7038A8	97982156	97982156	1	cg03626541
chr10	98525268	98525318	51	*	chr10	98525301	98525757	457	*	nr3c1	5	#7038A8	98525481	98525481	1	cg03637653
chr7	156433317	156433367	51	*	chr7	156432750	156433709	960	*	nr3c1	7	#7038A8	156433250	156433250	1	cg03663746
chr21	40177165	40177215	51	*	chr21	40177062	40177335	274	*	nr3c1	1	#7038A8	40177109	40177109	1	cg03690837
chr16	23568683	23568733	51	*	chr16	23568233	23569191	959	*	nr3c1	11	#7038A8	23568547	23568547	1	cg03747177
chr6	44140627	44140677	51	*	chr6	44140540	44140712	173	*	nr3c1	4	#7038A8	44140629	44140629	1	cg03804070
chr4	86683143	86683193	51	*	chr4	86683105	86683263	159	*	nr3c1	2	#7038A8	86683179	86683179	1	cg03877256
chr17	78963035	78963085	51	*	chr17	78963064	78963182	119	*	nr3c1	1	#7038A8	78963141	78963141	1	cg03953789
chr9	132641421	132641471	51	*	chr9	132641430	132641667	238	*	nr3c1	1	#7038A8	132641585	132641585	1	cg03995933
chr7	158263221	158263271	51	*	chr7	158263112	158263347	236	*	nr3c1	2	#7038A8	158263238	158263238	1	cg04007350
chr4	11906061	11906111	51	*	chr4	11905772	11906140	369	*	nr3c1	2	#7038A8	11905894	11905894	1	cg04031201
chr8	143757498	143757548	51	*	chr8	143757371	143757922	552	*	nr3c1	17	#7038A8	143757674	143757674	1	cg04035553
chr7	139025835	139025885	51	*	chr7	139025812	139026558	747	*	nr3c1	8	#7038A8	139026223	139026223	1	cg04038678
chr19	18284450	18284500	51	*	chr19	18284276	18284518	243	*	nr3c1	2	#7038A8	18284410	18284410	1	cg04096365
chr13	36920813	36920863	51	*	chr13	36920395	36920818	424	*	nr3c1	3	#7038A8	36920602	36920602	1	cg04117229
chr1	78148262	78148312	51	*	chr1	78148096	78149526	1431	*	nr3c1	31	#7038A8	78148655	78148655	1	cg04127303
chr15	74907272	74907322	51	*	chr15	74907119	74907437	319	*	nr3c1	5	#7038A8	74907254	74907254	1	cg04145557
chr7	2884313	2884363	51	*	chr7	2884236	2884517	282	*	nr3c1	4	#7038A8	2884391	2884391	1	cg04166393
chr8	122224628	122224678	51	*	chr8	122224435	122224685	251	*	nr3c1	2	#7038A8	122224552	122224552	1	cg04216046
chr8	21988724	21988774	51	*	chr8	21988310	21989065	756	*	nr3c1	4	#7038A8	21988714	21988714	1	cg04232466
chr1	95205334	95205384	51	*	chr1	95205032	95205724	693	*	nr3c1	9	#7038A8	95205339	95205339	1	cg04305469
chr16	84681729	84681779	51	*	chr16	84681762	84682030	269	*	nr3c1	2	#7038A8	84681864	84681864	1	cg04306106
chr22	38572456	38572506	51	*	chr22	38572292	38572607	316	*	nr3c1	5	#7038A8	38572409	38572409	1	cg04413036
chr20	42187103	42187153	51	*	chr20	42186989	42187660	672	*	nr3c1	5	#7038A8	42187255	42187255	1	cg04420889
chr18	44497519	44497569	51	*	chr18	44497322	44497703	382	*	nr3c1	2	#7038A8	44497504	44497504	1	cg04442497
chr12	69202020	69202070	51	*	chr12	69201348	69202150	803	*	nr3c1	8	#7038A8	69201743	69201743	1	cg04444394
chr16	23607818	23607868	51	*	chr16	23607350	23607891	542	*	nr3c1	10	#7038A8	23607665	23607665	1	cg04454391
chr17	6455368	6455418	51	*	chr17	6455219	6455592	374	*	nr3c1	2	#7038A8	6455427	6455427	1	cg04462567
chr10	115495879	115495929	51	*	chr10	115495794	115495932	139	*	nr3c1	2	#7038A8	115495844	115495844	1	cg04465425
chr3	160118184	160118234	51	*	chr3	160118080	160118290	211	*	nr3c1	2	#7038A8	160118209	160118209	1	cg04479354
chr4	8202280	8202330	51	*	chr4	8202011	8202292	282	*	nr3c1	1	#7038A8	8202159	8202159	1	cg04493432
chr16	70196247	70196297	51	*	chr16	70195882	70196808	927	*	nr3c1	13	#7038A8	70196335	70196335	1	cg04494791
chr10	5591063	5591113	51	*	chr10	5590820	5591189	370	*	nr3c1	4	#7038A8	5590958	5590958	1	cg04502673
chr1	25071788	25071838	51	*	chr1	25071803	25072136	334	*	nr3c1	3	#7038A8	25071965	25071965	1	cg04504942
chr19	40596853	40596903	51	*	chr19	40596425	40597062	638	*	nr3c1	9	#7038A8	40596739	40596739	1	cg04516253
chr4	41000965	41001015	51	*	chr4	41000787	41001043	257	*	nr3c1	3	#7038A8	41000885	41000885	1	cg04523623
chr4	125632538	125632588	51	*	chr4	125632507	125632611	105	*	nr3c1	1	#7038A8	125632583	125632583	1	cg04525852
chr7	32997190	32997240	51	*	chr7	32996628	32997706	1079	*	nr3c1	14	#7038A8	32997147	32997147	1	cg04536807
chr1	172501996	172502046	51	*	chr1	172501723	172502446	724	*	nr3c1	7	#7038A8	172502038	172502038	1	cg04562976
chr10	54515301	54515351	51	*	chr10	54515172	54515480	309	*	nr3c1	3	#7038A8	54515343	54515343	1	cg04607003
chr7	3190118	3190168	51	*	chr7	3189594	3190222	629	*	nr3c1	2	#7038A8	3189894	3189894	1	cg04616709
chr1	109741037	109741087	51	*	chr1	109740929	109741260	332	*	nr3c1	2	#7038A8	109741023	109741023	1	cg04619882
chr10	25305075	25305125	51	*	chr10	25304939	25305090	152	*	nr3c1	1	#7038A8	25305006	25305006	1	cg04689409
chr14	69444462	69444512	51	*	chr14	69444309	69444868	560	*	nr3c1	8	#7038A8	69444605	69444605	1	cg04696407
chr9	37800596	37800646	51	*	chr9	37800503	37801267	765	*	nr3c1	13	#7038A8	37800770	37800770	1	cg04722825
chr13	28194823	28194873	51	*	chr13	28194568	28195179	612	*	nr3c1	4	#7038A8	28194767	28194767	1	cg04730588
chr22	30376085	30376135	51	*	chr22	30375854	30376134	281	*	nr3c1	2	#7038A8	30376028	30376028	1	cg04740981
chr17	56494964	56495014	51	*	chr17	56494837	56495267	431	*	nr3c1	8	#7038A8	56495011	56495011	1	cg04780629
chr19	38183130	38183180	51	*	chr19	38183114	38183377	264	*	nr3c1	1	#7038A8	38183320	38183320	1	cg04784475
chr3	148847295	148847345	51	*	chr3	148846960	148847787	828	*	nr3c1	9	#7038A8	148847295	148847295	1	cg04798574
chr20	61200716	61200766	51	*	chr20	61200399	61200726	328	*	nr3c1	3	#7038A8	61200580	61200580	1	cg04815707
chr8	110078122	110078172	51	*	chr8	110078039	110078215	177	*	nr3c1	1	#7038A8	110078155	110078155	1	cg04843627
chr16	2014871	2014921	51	*	chr16	2014649	2015231	583	*	nr3c1	10	#7038A8	2014843	2014843	1	cg04875007
chr8	144373569	144373619	51	*	chr8	144373196	144373908	713	*	nr3c1	10	#7038A8	144373584	144373584	1	cg04875118
chr12	58259474	58259524	51	*	chr12	58258806	58259489	684	*	nr3c1	7	#7038A8	58259103	58259103	1	cg04878072
chr22	30752826	30752876	51	*	chr22	30752537	30753120	584	*	nr3c1	7	#7038A8	30752890	30752890	1	cg04911940
chr16	4714733	4714783	51	*	chr16	4714728	4714968	241	*	nr3c1	2	#7038A8	4714866	4714866	1	cg04962621
chr9	17824361	17824411	51	*	chr9	17824313	17824690	378	*	nr3c1	1	#7038A8	17824459	17824459	1	cg04971991
chr5	54469138	54469188	51	*	chr5	54469053	54469164	112	*	nr3c1	1	#7038A8	54469063	54469063	1	cg05005023
chr6	6588931	6588981	51	*	chr6	6588450	6589782	1333	*	nr3c1	3	#7038A8	6589004	6589004	1	cg05021589
chr11	123229471	123229521	51	*	chr11	123229053	123229472	420	*	nr3c1	1	#7038A8	123229331	123229331	1	cg05065879
chr1	62191150	62191200	51	*	chr1	62190542	62191377	836	*	nr3c1	12	#7038A8	62190879	62190879	1	cg05068442
chr12	30947974	30948024	51	*	chr12	30947890	30948998	1109	*	nr3c1	12	#7038A8	30948361	30948361	1	cg05074804
chr6	5084855	5084905	51	*	chr6	5084542	5084877	336	*	nr3c1	3	#7038A8	5084754	5084754	1	cg05098876
chr10	80752407	80752457	51	*	chr10	80752217	80752429	213	*	nr3c1	1	#7038A8	80752303	80752303	1	cg05119883
chr7	31735671	31735721	51	*	chr7	31735569	31735702	134	*	nr3c1	1	#7038A8	31735606	31735606	1	cg05142081
chr2	70008161	70008211	51	*	chr2	70008158	70008898	741	*	nr3c1	9	#7038A8	70008558	70008558	1	cg05155595
chr4	11489579	11489629	51	*	chr4	11489569	11489722	154	*	nr3c1	1	#7038A8	11489622	11489622	1	cg05203113
chr2	227538347	227538397	51	*	chr2	227538204	227538385	182	*	nr3c1	2	#7038A8	227538295	227538295	1	cg05208400
chr19	2543750	2543800	51	*	chr19	2543471	2544468	998	*	nr3c1	25	#7038A8	2544055	2544055	1	cg05340882
chr2	113403145	113403195	51	*	chr2	113402828	113403726	899	*	nr3c1	8	#7038A8	113403259	113403259	1	cg05422897
chr7	47580148	47580198	51	*	chr7	47579670	47580164	495	*	nr3c1	1	#7038A8	47579859	47579859	1	cg05425699
chr15	60771317	60771367	51	*	chr15	60771026	60771639	614	*	nr3c1	7	#7038A8	60771285	60771285	1	cg05502662
chr11	75522399	75522449	51	*	chr11	75522282	75522418	137	*	nr3c1	1	#7038A8	75522377	75522377	1	cg05568930
