seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.name	annot.score	annot.itemRgb	annot.thick.start	annot.thick.end	annot.thick.width	CpG_ID
chr1	115300711	115300761	51	*	chr1	115299730	115300868	1139	*	nr3c1	19	#7038A8	115300318	115300318	1	cg06393245
chr1	115599145	115599195	51	*	chr1	115599107	115599595	489	*	nr3c1	4	#7038A8	115599319	115599319	1	cg05962781
chr1	118083779	118083829	51	*	chr1	118083721	118084084	364	*	nr3c1	6	#7038A8	118083851	118083851	1	cg27331548
chr1	118727908	118727958	51	*	chr1	118727777	118727968	192	*	nr3c1	1	#7038A8	118727877	118727877	1	cg01105494
chr1	118624238	118624288	51	*	chr1	118624005	118624388	384	*	nr3c1	2	#7038A8	118624189	118624189	1	cg14127013
chr1	11858027	11858077	51	*	chr1	11857959	11858131	173	*	nr3c1	1	#7038A8	11858032	11858032	1	cg20620484
chr1	11863898	11863948	51	*	chr1	11863657	11864061	405	*	nr3c1	2	#7038A8	11863855	11863855	1	cg19180348
chr1	11858064	11858114	51	*	chr1	11857959	11858131	173	*	nr3c1	1	#7038A8	11858032	11858032	1	cg07980026
chr1	11908347	11908397	51	*	chr1	11908203	11908376	174	*	nr3c1	1	#7038A8	11908302	11908302	1	cg24844545
chr1	11908164	11908214	51	*	chr1	11908203	11908376	174	*	nr3c1	1	#7038A8	11908302	11908302	1	cg05396397
chr1	11908199	11908249	51	*	chr1	11908203	11908376	174	*	nr3c1	1	#7038A8	11908302	11908302	1	cg06193043
chr1	146713916	146713966	51	*	chr1	146713746	146714391	646	*	nr3c1	11	#7038A8	146714152	146714152	1	cg07572770
chr1	146713996	146714046	51	*	chr1	146713746	146714391	646	*	nr3c1	11	#7038A8	146714152	146714152	1	cg11120551
chr1	147806901	147806951	51	*	chr1	147806449	147807292	844	*	nr3c1	22	#7038A8	147806797	147806797	1	cg24771345
chr1	147737207	147737257	51	*	chr1	147737027	147737550	524	*	nr3c1	5	#7038A8	147737374	147737374	1	cg22697853
chr1	147737182	147737232	51	*	chr1	147737027	147737550	524	*	nr3c1	5	#7038A8	147737374	147737374	1	cg04861904
chr1	147806172	147806222	51	*	chr1	147806124	147806234	111	*	nr3c1	1	#7038A8	147806155	147806155	1	cg17476910
chr1	150335388	150335438	51	*	chr1	150335267	150335467	201	*	nr3c1	2	#7038A8	150335372	150335372	1	cg26738728
chr1	150335335	150335385	51	*	chr1	150335267	150335467	201	*	nr3c1	2	#7038A8	150335372	150335372	1	cg03813961
chr1	150480534	150480584	51	*	chr1	150480470	150480564	95	*	nr3c1	1	#7038A8	150480560	150480560	1	cg03818307
chr1	150782303	150782353	51	*	chr1	150782276	150782584	309	*	nr3c1	3	#7038A8	150782433	150782433	1	cg13201342
chr1	150693482	150693532	51	*	chr1	150693377	150693513	137	*	nr3c1	1	#7038A8	150693423	150693423	1	cg22823121
chr1	150656569	150656619	51	*	chr1	150656560	150656660	101	*	nr3c1	1	#7038A8	150656578	150656578	1	cg23318800
chr1	151966808	151966858	51	*	chr1	151966170	151966817	648	*	nr3c1	6	#7038A8	151966516	151966516	1	cg25848158
chr1	151965091	151965141	51	*	chr1	151964862	151965582	721	*	nr3c1	18	#7038A8	151965084	151965084	1	cg00644025
chr1	151966815	151966865	51	*	chr1	151966170	151966817	648	*	nr3c1	6	#7038A8	151966516	151966516	1	cg05517686
chr1	151882406	151882456	51	*	chr1	151881753	151882508	756	*	nr3c1	14	#7038A8	151882074	151882074	1	cg05927068
chr1	151965283	151965333	51	*	chr1	151964862	151965582	721	*	nr3c1	18	#7038A8	151965084	151965084	1	cg26230275
chr1	151965219	151965269	51	*	chr1	151964862	151965582	721	*	nr3c1	18	#7038A8	151965084	151965084	1	cg21163489
chr1	152486609	152486659	51	*	chr1	152486563	152486841	279	*	nr3c1	1	#7038A8	152486687	152486687	1	cg21823605
chr1	152974279	152974329	51	*	chr1	152974189	152974299	111	*	nr3c1	1	#7038A8	152974210	152974210	1	cg13444842
chr1	153031951	153032001	51	*	chr1	153031863	153032109	247	*	nr3c1	1	#7038A8	153031986	153031986	1	cg14630856
chr1	154358319	154358369	51	*	chr1	154358217	154358401	185	*	nr3c1	2	#7038A8	154358315	154358315	1	cg11719881
chr1	155050609	155050659	51	*	chr1	155050209	155050715	507	*	nr3c1	11	#7038A8	155050513	155050513	1	cg25745642
chr1	155197692	155197742	51	*	chr1	155197542	155197786	245	*	nr3c1	2	#7038A8	155197710	155197710	1	cg00577578
chr1	155067319	155067369	51	*	chr1	155067305	155067398	94	*	nr3c1	1	#7038A8	155067308	155067308	1	cg06277293
chr1	155698945	155698995	51	*	chr1	155698955	155699091	137	*	nr3c1	1	#7038A8	155699029	155699029	1	cg20800004
chr1	156092814	156092864	51	*	chr1	156092714	156092905	192	*	nr3c1	2	#7038A8	156092793	156092793	1	cg02572204
chr1	156076363	156076413	51	*	chr1	156075952	156076404	453	*	nr3c1	11	#7038A8	156076215	156076215	1	cg24674445
chr1	156561386	156561436	51	*	chr1	156561297	156562068	772	*	nr3c1	7	#7038A8	156561622	156561622	1	cg20047116
chr1	15911702	15911752	51	*	chr1	15911312	15911755	444	*	nr3c1	2	#7038A8	15911597	15911597	1	cg17385448
chr1	15911725	15911775	51	*	chr1	15911312	15911755	444	*	nr3c1	2	#7038A8	15911597	15911597	1	cg23749507
chr1	15929824	15929874	51	*	chr1	15929688	15929834	147	*	nr3c1	1	#7038A8	15929768	15929768	1	cg24675056
chr1	15930288	15930338	51	*	chr1	15929910	15930447	538	*	nr3c1	4	#7038A8	15930160	15930160	1	cg04643607
chr1	15930386	15930436	51	*	chr1	15929910	15930447	538	*	nr3c1	4	#7038A8	15930160	15930160	1	cg19699088
chr1	15946777	15946827	51	*	chr1	15946806	15946995	190	*	nr3c1	1	#7038A8	15946935	15946935	1	cg16034863
chr1	160407908	160407958	51	*	chr1	160407884	160408360	477	*	nr3c1	1	#7038A8	160408163	160408163	1	cg10405645
chr1	16124216	16124266	51	*	chr1	16124179	16124379	201	*	nr3c1	1	#7038A8	16124328	16124328	1	cg18684033
chr1	161123804	161123854	51	*	chr1	161123512	161124228	717	*	nr3c1	13	#7038A8	161123784	161123784	1	cg10121816
chr1	160813734	160813784	51	*	chr1	160813522	160813916	395	*	nr3c1	4	#7038A8	160813708	160813708	1	cg22250694
chr1	160807410	160807460	51	*	chr1	160807418	160807617	200	*	nr3c1	2	#7038A8	160807452	160807452	1	cg17283691
chr1	161337703	161337753	51	*	chr1	161337614	161337748	135	*	nr3c1	1	#7038A8	161337664	161337664	1	cg12486814
chr1	161397752	161397802	51	*	chr1	161397650	161398175	526	*	nr3c1	13	#7038A8	161397934	161397934	1	cg10769937
chr1	161337679	161337729	51	*	chr1	161337614	161337748	135	*	nr3c1	1	#7038A8	161337664	161337664	1	cg19662687
chr1	161349006	161349056	51	*	chr1	161348988	161349120	133	*	nr3c1	2	#7038A8	161349057	161349057	1	cg02954704
chr1	161349116	161349166	51	*	chr1	161348988	161349120	133	*	nr3c1	2	#7038A8	161349057	161349057	1	cg25597117
chr1	161352498	161352548	51	*	chr1	161352380	161352829	450	*	nr3c1	6	#7038A8	161352558	161352558	1	cg06028934
chr1	161391807	161391857	51	*	chr1	161391679	161392070	392	*	nr3c1	16	#7038A8	161391928	161391928	1	cg00056433
chr1	161369009	161369059	51	*	chr1	161369016	161370112	1097	*	nr3c1	18	#7038A8	161369519	161369519	1	cg19247228
chr1	161410459	161410509	51	*	chr1	161410123	161410554	432	*	nr3c1	4	#7038A8	161410331	161410331	1	cg15358701
chr1	16162209	16162259	51	*	chr1	16162174	16162786	613	*	nr3c1	8	#7038A8	16162451	16162451	1	cg16109817
chr1	162648367	162648417	51	*	chr1	162648283	162648601	319	*	nr3c1	6	#7038A8	162648421	162648421	1	cg11501313
chr1	162583626	162583676	51	*	chr1	162583515	162583865	351	*	nr3c1	4	#7038A8	162583654	162583654	1	cg21718684
chr1	16380717	16380767	51	*	chr1	16380681	16380864	184	*	nr3c1	1	#7038A8	16380781	16380781	1	cg03249707
chr1	165707218	165707268	51	*	chr1	165707109	165707271	163	*	nr3c1	1	#7038A8	165707190	165707190	1	cg25677919
chr1	16539088	16539138	51	*	chr1	16538680	16539330	651	*	nr3c1	2	#7038A8	16539084	16539084	1	cg18669381
chr1	16576546	16576596	51	*	chr1	16576393	16576630	238	*	nr3c1	2	#7038A8	16576506	16576506	1	cg09440559
chr1	16539119	16539169	51	*	chr1	16538680	16539330	651	*	nr3c1	2	#7038A8	16539084	16539084	1	cg23105827
chr1	16539013	16539063	51	*	chr1	16538680	16539330	651	*	nr3c1	2	#7038A8	16539084	16539084	1	cg25220781
chr1	169072885	169072935	51	*	chr1	169072743	169073186	444	*	nr3c1	6	#7038A8	169072928	169072928	1	cg12299137
chr1	172328377	172328427	51	*	chr1	172327865	172328541	677	*	nr3c1	15	#7038A8	172328243	172328243	1	cg13446689
chr1	172420157	172420207	51	*	chr1	172420169	172420319	151	*	nr3c1	2	#7038A8	172420203	172420203	1	cg17486396
chr1	172744917	172744967	51	*	chr1	172744738	172745113	376	*	nr3c1	5	#7038A8	172744941	172744941	1	cg11721910
chr1	172009861	172009911	51	*	chr1	172009587	172009934	348	*	nr3c1	9	#7038A8	172009774	172009774	1	cg24595586
chr1	173159897	173159947	51	*	chr1	173159786	173160089	304	*	nr3c1	7	#7038A8	173159953	173159953	1	cg14097472
chr1	174084195	174084245	51	*	chr1	174084023	174084380	358	*	nr3c1	2	#7038A8	174084260	174084260	1	cg00249310
chr1	174768975	174769025	51	*	chr1	174768908	174769032	125	*	nr3c1	1	#7038A8	174768969	174768969	1	cg14599154
chr1	174959074	174959124	51	*	chr1	174959068	174959257	190	*	nr3c1	3	#7038A8	174959134	174959134	1	cg15975554
chr1	17455095	17455145	51	*	chr1	17454838	17455249	412	*	nr3c1	14	#7038A8	17455069	17455069	1	cg09690283
chr1	17516535	17516585	51	*	chr1	17516554	17516722	169	*	nr3c1	3	#7038A8	17516665	17516665	1	cg08912666
chr1	17508341	17508391	51	*	chr1	17508281	17508549	269	*	nr3c1	1	#7038A8	17508397	17508397	1	cg23013029
chr1	175287194	175287244	51	*	chr1	175286953	175287260	308	*	nr3c1	5	#7038A8	175287101	175287101	1	cg22251207
chr1	17600880	17600930	51	*	chr1	17600781	17600938	158	*	nr3c1	2	#7038A8	17600833	17600833	1	cg08277548
chr1	177938408	177938458	51	*	chr1	177938248	177938575	328	*	nr3c1	4	#7038A8	177938413	177938413	1	cg00647232
chr1	177939239	177939289	51	*	chr1	177938770	177939451	682	*	nr3c1	6	#7038A8	177938968	177938968	1	cg11455423
chr1	177939251	177939301	51	*	chr1	177938770	177939451	682	*	nr3c1	6	#7038A8	177938968	177938968	1	cg25135333
chr1	181294701	181294751	51	*	chr1	181294216	181294751	536	*	nr3c1	6	#7038A8	181294536	181294536	1	cg14322323
chr1	182140416	182140466	51	*	chr1	182140271	182140538	268	*	nr3c1	1	#7038A8	182140341	182140341	1	cg11646124
chr1	182053203	182053253	51	*	chr1	182052866	182053368	503	*	nr3c1	6	#7038A8	182053130	182053130	1	cg22622057
chr1	182140237	182140287	51	*	chr1	182140271	182140538	268	*	nr3c1	1	#7038A8	182140341	182140341	1	cg13632980
chr1	183009347	183009397	51	*	chr1	183009238	183009584	347	*	nr3c1	1	#7038A8	183009447	183009447	1	cg12689670
chr1	183155644	183155694	51	*	chr1	183155093	183155654	562	*	nr3c1	4	#7038A8	183155378	183155378	1	cg23696949
chr1	183726296	183726346	51	*	chr1	183726334	183726410	77	*	nr3c1	1	#7038A8	183726363	183726363	1	cg16734422
chr1	19275238	19275288	51	*	chr1	19275087	19275375	289	*	nr3c1	3	#7038A8	19275247	19275247	1	cg03990003
chr1	192777455	192777505	51	*	chr1	192777357	192777493	137	*	nr3c1	1	#7038A8	192777399	192777399	1	cg26227484
chr1	192778890	192778940	51	*	chr1	192778741	192779064	324	*	nr3c1	3	#7038A8	192778897	192778897	1	cg05374271
chr1	193624685	193624735	51	*	chr1	193624398	193624833	436	*	nr3c1	3	#7038A8	193624687	193624687	1	cg00308722
chr1	19393870	19393920	51	*	chr1	19393914	19394037	124	*	nr3c1	1	#7038A8	19393984	19393984	1	cg14181528
chr1	19440010	19440060	51	*	chr1	19439969	19440045	77	*	nr3c1	1	#7038A8	19439988	19439988	1	cg15221507
chr1	19535472	19535522	51	*	chr1	19535334	19535526	193	*	nr3c1	2	#7038A8	19535428	19535428	1	cg04033301
chr1	19505573	19505623	51	*	chr1	19505545	19505824	280	*	nr3c1	7	#7038A8	19505711	19505711	1	cg15004902
chr1	19762766	19762816	51	*	chr1	19762664	19762877	214	*	nr3c1	2	#7038A8	19762778	19762778	1	cg24462980
chr1	19940140	19940190	51	*	chr1	19939846	19940317	472	*	nr3c1	10	#7038A8	19940046	19940046	1	cg24616450
chr1	199878419	199878469	51	*	chr1	199878311	199878528	218	*	nr3c1	1	#7038A8	199878428	199878428	1	cg21650719
chr1	200272215	200272265	51	*	chr1	200272057	200272337	281	*	nr3c1	4	#7038A8	200272196	200272196	1	cg07138399
chr1	200272180	200272230	51	*	chr1	200272057	200272337	281	*	nr3c1	4	#7038A8	200272196	200272196	1	cg22810423
chr1	200272112	200272162	51	*	chr1	200272057	200272337	281	*	nr3c1	4	#7038A8	200272196	200272196	1	cg06811094
chr1	200306620	200306670	51	*	chr1	200306666	200306792	127	*	nr3c1	1	#7038A8	200306730	200306730	1	cg19694404
chr1	200669214	200669264	51	*	chr1	200669082	200669303	222	*	nr3c1	3	#7038A8	200669214	200669214	1	cg26237810
chr1	200849507	200849557	51	*	chr1	200849496	200849639	144	*	nr3c1	1	#7038A8	200849567	200849567	1	cg06393960
chr1	202821641	202821691	51	*	chr1	202821518	202821647	130	*	nr3c1	1	#7038A8	202821597	202821597	1	cg05404107
chr1	202829945	202829995	51	*	chr1	202829921	202830160	240	*	nr3c1	1	#7038A8	202830045	202830045	1	cg06916670
chr1	203829890	203829940	51	*	chr1	203829785	203829918	134	*	nr3c1	1	#7038A8	203829869	203829869	1	cg15481791
chr1	203734262	203734312	51	*	chr1	203734112	203734339	228	*	nr3c1	1	#7038A8	203734237	203734237	1	cg16948489
chr1	204318125	204318175	51	*	chr1	204318091	204318196	106	*	nr3c1	1	#7038A8	204318118	204318118	1	cg09786333
chr1	204285551	204285601	51	*	chr1	204285397	204285658	262	*	nr3c1	2	#7038A8	204285526	204285526	1	cg05281407
chr1	204332914	204332964	51	*	chr1	204332868	204333106	239	*	nr3c1	6	#7038A8	204332975	204332975	1	cg16524260
chr1	2058230	2058280	51	*	chr1	2058134	2058240	107	*	nr3c1	1	#7038A8	2058209	2058209	1	cg23803603
chr1	205818956	205819006	51	*	chr1	205818958	205819061	104	*	nr3c1	1	#7038A8	205819015	205819015	1	cg17178900
chr1	205782522	205782572	51	*	chr1	205782231	205782988	758	*	nr3c1	8	#7038A8	205782691	205782691	1	cg23034840
chr1	206904153	206904203	51	*	chr1	206903682	206904429	748	*	nr3c1	8	#7038A8	206904042	206904042	1	cg06262043
chr1	206922312	206922362	51	*	chr1	206921719	206922452	734	*	nr3c1	12	#7038A8	206922207	206922207	1	cg13574263
chr1	207494336	207494386	51	*	chr1	207494271	207495342	1072	*	nr3c1	18	#7038A8	207494831	207494831	1	cg00797651
chr1	209764021	209764071	51	*	chr1	209763702	209764125	424	*	nr3c1	6	#7038A8	209763925	209763925	1	cg04060051
chr1	210436103	210436153	51	*	chr1	210436020	210436185	166	*	nr3c1	2	#7038A8	210436092	210436092	1	cg16680159
chr1	210001082	210001132	51	*	chr1	210001085	210001450	366	*	nr3c1	10	#7038A8	210001258	210001258	1	cg23166289
chr1	211431773	211431823	51	*	chr1	211431716	211431972	257	*	nr3c1	2	#7038A8	211431842	211431842	1	cg25617285
chr1	212208183	212208233	51	*	chr1	212208167	212208874	708	*	nr3c1	6	#7038A8	212208618	212208618	1	cg13187936
chr1	212320951	212321001	51	*	chr1	212320798	212321158	361	*	nr3c1	3	#7038A8	212320991	212320991	1	cg16674866
chr1	2207859	2207909	51	*	chr1	2207779	2207923	145	*	nr3c1	1	#7038A8	2207843	2207843	1	cg16560209
chr1	21880237	21880287	51	*	chr1	21880260	21880350	91	*	nr3c1	1	#7038A8	21880309	21880309	1	cg08072584
chr1	21913458	21913508	51	*	chr1	21913372	21913756	385	*	nr3c1	5	#7038A8	21913596	21913596	1	cg10112270
chr1	21900987	21901037	51	*	chr1	21900609	21901061	453	*	nr3c1	13	#7038A8	21900817	21900817	1	cg24722348
chr1	21925815	21925865	51	*	chr1	21925618	21925853	236	*	nr3c1	1	#7038A8	21925776	21925776	1	cg02861719
chr1	221209368	221209418	51	*	chr1	221209327	221209455	129	*	nr3c1	1	#7038A8	221209406	221209406	1	cg04129687
chr1	221509067	221509117	51	*	chr1	221508837	221509085	249	*	nr3c1	4	#7038A8	221508956	221508956	1	cg03536711
chr1	221661451	221661501	51	*	chr1	221661120	221661632	513	*	nr3c1	8	#7038A8	221661313	221661313	1	cg11184085
chr1	222164794	222164844	51	*	chr1	222164479	222164920	442	*	nr3c1	9	#7038A8	222164701	222164701	1	cg08564019
chr1	221982497	221982547	51	*	chr1	221982251	221982620	370	*	nr3c1	2	#7038A8	221982445	221982445	1	cg16732650
chr1	223959609	223959659	51	*	chr1	223959526	223960117	592	*	nr3c1	9	#7038A8	223959913	223959913	1	cg02923485
chr1	223936343	223936393	51	*	chr1	223936157	223936365	209	*	nr3c1	3	#7038A8	223936262	223936262	1	cg24047802
chr1	224268130	224268180	51	*	chr1	224267815	224268212	398	*	nr3c1	7	#7038A8	224267972	224267972	1	cg12602145
chr1	225653291	225653341	51	*	chr1	225653060	225653457	398	*	nr3c1	5	#7038A8	225653246	225653246	1	cg09809434
chr1	225924665	225924715	51	*	chr1	225924677	225925253	577	*	nr3c1	9	#7038A8	225925014	225925014	1	cg20799095
chr1	225924683	225924733	51	*	chr1	225924677	225925253	577	*	nr3c1	9	#7038A8	225925014	225925014	1	cg02000541
chr1	226065637	226065687	51	*	chr1	226065218	226065687	470	*	nr3c1	4	#7038A8	226065457	226065457	1	cg20316614
chr1	226067900	226067950	51	*	chr1	226067841	226068200	360	*	nr3c1	1	#7038A8	226068027	226068027	1	cg17950169
chr1	226899011	226899061	51	*	chr1	226898929	226899213	285	*	nr3c1	4	#7038A8	226899089	226899089	1	cg15834037
chr1	228481743	228481793	51	*	chr1	228481509	228481852	344	*	nr3c1	2	#7038A8	228481668	228481668	1	cg25472556
chr1	228416747	228416797	51	*	chr1	228416288	228416826	539	*	nr3c1	3	#7038A8	228416554	228416554	1	cg13294652
chr1	229691110	229691160	51	*	chr1	229690702	229691224	523	*	nr3c1	1	#7038A8	229691054	229691054	1	cg01785893
chr1	234045196	234045246	51	*	chr1	234044975	234045315	341	*	nr3c1	3	#7038A8	234045098	234045098	1	cg06369407
chr1	234587589	234587639	51	*	chr1	234587496	234587825	330	*	nr3c1	1	#7038A8	234587646	234587646	1	cg04568106
chr1	234689565	234689615	51	*	chr1	234689333	234689573	241	*	nr3c1	3	#7038A8	234689436	234689436	1	cg07572233
chr1	235667680	235667730	51	*	chr1	235667446	235668644	1199	*	nr3c1	21	#7038A8	235668249	235668249	1	cg26050004
chr1	235998720	235998770	51	*	chr1	235998663	235998782	120	*	nr3c1	1	#7038A8	235998711	235998711	1	cg21114453
chr1	236094805	236094855	51	*	chr1	236093994	236094976	983	*	nr3c1	5	#7038A8	236094286	236094286	1	cg18140642
chr1	236047034	236047084	51	*	chr1	236047033	236047222	190	*	nr3c1	2	#7038A8	236047145	236047145	1	cg12167564
chr1	236096014	236096064	51	*	chr1	236095319	236096186	868	*	nr3c1	3	#7038A8	236095635	236095635	1	cg13283046
chr1	235998714	235998764	51	*	chr1	235998663	235998782	120	*	nr3c1	1	#7038A8	235998711	235998711	1	cg00771778
chr1	236084275	236084325	51	*	chr1	236084054	236084721	668	*	nr3c1	2	#7038A8	236084244	236084244	1	cg25846427
chr1	236135477	236135527	51	*	chr1	236135387	236135482	96	*	nr3c1	1	#7038A8	236135440	236135440	1	cg10241261
chr1	236686650	236686700	51	*	chr1	236686651	236686809	159	*	nr3c1	1	#7038A8	236686757	236686757	1	cg25041207
chr1	236686618	236686668	51	*	chr1	236686651	236686809	159	*	nr3c1	1	#7038A8	236686757	236686757	1	cg18322510
chr1	240476462	240476512	51	*	chr1	240476191	240476562	372	*	nr3c1	9	#7038A8	240476351	240476351	1	cg24454158
chr1	241835843	241835893	51	*	chr1	241835769	241835909	141	*	nr3c1	1	#7038A8	241835792	241835792	1	cg05926696
chr1	243265016	243265066	51	*	chr1	243264967	243265222	256	*	nr3c1	2	#7038A8	243265093	243265093	1	cg02356786
chr1	245258525	245258575	51	*	chr1	245258329	245258535	207	*	nr3c1	1	#7038A8	245258461	245258461	1	cg13545732
chr1	24621525	24621575	51	*	chr1	24621232	24621643	412	*	nr3c1	6	#7038A8	24621451	24621451	1	cg00777448
chr1	24621076	24621126	51	*	chr1	24620790	24621140	351	*	nr3c1	10	#7038A8	24620956	24620956	1	cg11591992
chr1	246470048	246470098	51	*	chr1	246469978	246470180	203	*	nr3c1	1	#7038A8	246470051	246470051	1	cg21724751
chr1	246670859	246670909	51	*	chr1	246670740	246670859	120	*	nr3c1	1	#7038A8	246670777	246670777	1	cg09413723
chr1	26603970	26604020	51	*	chr1	26604004	26604149	146	*	nr3c1	1	#7038A8	26604062	26604062	1	cg21646082
chr1	26645093	26645143	51	*	chr1	26645116	26645368	253	*	nr3c1	2	#7038A8	26645275	26645275	1	cg22114934
chr1	26645161	26645211	51	*	chr1	26645116	26645368	253	*	nr3c1	2	#7038A8	26645275	26645275	1	cg19677267
chr1	26645313	26645363	51	*	chr1	26645116	26645368	253	*	nr3c1	2	#7038A8	26645275	26645275	1	cg22517705
chr1	26503991	26504041	51	*	chr1	26503992	26504094	103	*	nr3c1	1	#7038A8	26504032	26504032	1	cg00147160
chr1	27890125	27890175	51	*	chr1	27889951	27890817	867	*	nr3c1	7	#7038A8	27890501	27890501	1	cg16075933
chr1	28201862	28201912	51	*	chr1	28201756	28202103	348	*	nr3c1	7	#7038A8	28201905	28201905	1	cg03245099
chr1	28417750	28417800	51	*	chr1	28417679	28417886	208	*	nr3c1	1	#7038A8	28417818	28417818	1	cg14378564
chr1	29572478	29572528	51	*	chr1	29572460	29572596	137	*	nr3c1	2	#7038A8	29572531	29572531	1	cg13569053
chr1	29572561	29572611	51	*	chr1	29572460	29572596	137	*	nr3c1	2	#7038A8	29572531	29572531	1	cg16908223
chr1	28843744	28843794	51	*	chr1	28843674	28843919	246	*	nr3c1	4	#7038A8	28843793	28843793	1	cg19409133
chr1	32059704	32059754	51	*	chr1	32059656	32059854	199	*	nr3c1	3	#7038A8	32059766	32059766	1	cg02644386
chr1	32135498	32135548	51	*	chr1	32135364	32135504	141	*	nr3c1	1	#7038A8	32135412	32135412	1	cg13919466
chr1	33502772	33502822	51	*	chr1	33502305	33502814	510	*	nr3c1	10	#7038A8	33502649	33502649	1	cg23811096
chr1	3738334	3738384	51	*	chr1	3738217	3738371	155	*	nr3c1	1	#7038A8	3738265	3738265	1	cg25729560
chr1	40177469	40177519	51	*	chr1	40177119	40177473	355	*	nr3c1	1	#7038A8	40177293	40177293	1	cg09320367
chr1	40626736	40626786	51	*	chr1	40626748	40627251	504	*	nr3c1	8	#7038A8	40626991	40626991	1	cg20929609
chr1	40626919	40626969	51	*	chr1	40626748	40627251	504	*	nr3c1	8	#7038A8	40626991	40626991	1	cg13894816
chr1	41157169	41157219	51	*	chr1	41157193	41157996	804	*	nr3c1	14	#7038A8	41157464	41157464	1	cg01414845
chr1	41157269	41157319	51	*	chr1	41157193	41157996	804	*	nr3c1	14	#7038A8	41157464	41157464	1	cg13073252
chr1	41575522	41575572	51	*	chr1	41574809	41575916	1108	*	nr3c1	29	#7038A8	41575329	41575329	1	cg16733643
chr1	42248998	42249048	51	*	chr1	42248906	42249164	259	*	nr3c1	4	#7038A8	42249020	42249020	1	cg17220055
chr1	42631437	42631487	51	*	chr1	42631088	42631858	771	*	nr3c1	16	#7038A8	42631516	42631516	1	cg27535302
chr1	42612518	42612568	51	*	chr1	42612495	42612635	141	*	nr3c1	1	#7038A8	42612561	42612561	1	cg10197057
chr1	42618891	42618941	51	*	chr1	42618839	42619005	167	*	nr3c1	1	#7038A8	42618918	42618918	1	cg14848143
chr1	43707232	43707282	51	*	chr1	43706952	43707980	1029	*	nr3c1	19	#7038A8	43707342	43707342	1	cg24602577
chr1	44324198	44324248	51	*	chr1	44323915	44324393	479	*	nr3c1	6	#7038A8	44324161	44324161	1	cg24979194
chr1	44249486	44249536	51	*	chr1	44249313	44249933	621	*	nr3c1	21	#7038A8	44249598	44249598	1	cg13666471
chr1	44401357	44401407	51	*	chr1	44401376	44401539	164	*	nr3c1	1	#7038A8	44401470	44401470	1	cg25891559
chr1	45097282	45097332	51	*	chr1	45097050	45098030	981	*	nr3c1	13	#7038A8	45097521	45097521	1	cg07113006
